Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Grupo;Valor_Total
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;970.0;70.0;Apartamento;3840.0
Apartamento;Flamengo;3;1;1;300;13900.0;2700.0;0.0;Apartamento;16600.0
Apartamento;Copacabana;1;0;0;41;3000.0;575.0;68.0;Apartamento;3643.0
Apartamento;Lagoa;3;2;2;376;18000.0;4870.0;0.0;Apartamento;22870.0
Apartamento;Copacabana;3;1;0;130;6000.0;730.0;0.0;Apartamento;6730.0
Casa de Vila;Marechal Hermes;1;0;0;88;750.0;76.0;0.0;Casa;826.0
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1900.0;850.0;870.0;Apartamento;3620.0
Apartamento;Leblon;2;2;2;132;8000.0;2328.0;782.0;Apartamento;11110.0
Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;193.0;Apartamento;4193.0
Flat;Barra da Tijuca;1;1;1;35;1400.0;662.0;60.0;Apartamento;2122.0
Casa;Realengo;1;1;0;40;600.0;0.0;0.0;Casa;600.0
Apartamento;Gávea;3;1;1;90;4500.0;1368.0;0.0;Apartamento;5868.0
Apartamento;Barra da Tijuca;2;2;0;100;6000.0;1500.0;321.0;Apartamento;7821.0
Apartamento;Barra da Tijuca;3;2;1;193;2500.0;3800.0;863.0;Apartamento;7163.0
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2000.0;700.0;2500.0;Apartamento;5200.0
Casa de Condomínio;Campo Grande;2;1;0;90;1300.0;441.0;262.0;Casa;2003.0
Apartamento;Praça da Bandeira;2;0;0;57;1640.0;540.0;51.0;Apartamento;2231.0
Apartamento;Botafogo;3;1;1;105;4200.0;772.0;178.0;Apartamento;5150.0
Apartamento;Tijuca;2;1;1;67;1800.0;1080.0;0.0;Apartamento;2880.0
Flat;Centro;1;0;1;32;2950.0;0.0;0.0;Apartamento;2950.0
Apartamento;Ipanema;1;0;0;67;2700.0;734.0;0.0;Apartamento;3434.0
Apartamento;Barra da Tijuca;4;2;1;158;5000.0;1845.0;238.0;Apartamento;7083.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;Apartamento;2810.0
Apartamento;Santa Teresa;2;0;0;75;1700.0;13.0;427.0;Apartamento;2140.0
Apartamento;Gávea;1;1;1;60;3000.0;920.0;0.0;Apartamento;3920.0
Apartamento;Vargem Pequena;3;1;1;78;1600.0;550.0;90.0;Apartamento;2240.0
Apartamento;Copacabana;1;0;0;50;1600.0;534.0;70.0;Apartamento;2204.0
Apartamento;Recreio dos Bandeirantes;1;1;0;77;1900.0;471.0;0.0;Apartamento;2371.0
Apartamento;Copacabana;4;2;2;389;12400.0;3825.0;0.0;Apartamento;16225.0
Apartamento;Barra da Tijuca;3;2;1;165;3700.0;2070.0;0.0;Apartamento;5770.0
Apartamento;Copacabana;2;1;1;94;2500.0;1351.0;135.0;Apartamento;3986.0
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2800.0;1100.0;140.0;Apartamento;4040.0
Casa;Ramos;2;0;0;65;1300.0;0.0;0.0;Casa;1300.0
Apartamento;Recreio dos Bandeirantes;2;2;2;200;2900.0;1040.0;300.0;Apartamento;4240.0
Apartamento;Bonsucesso;2;0;0;75;900.0;640.0;0.0;Apartamento;1540.0
Apartamento;Recreio dos Bandeirantes;3;1;2;70;1600.0;1095.0;140.0;Apartamento;2835.0
Apartamento;Barra da Tijuca;4;3;2;240;15000.0;2600.0;600.0;Apartamento;18200.0
Flat;Copacabana;2;1;1;78;5700.0;1800.0;100.0;Apartamento;7600.0
Apartamento;Irajá;2;1;0;45;1000.0;371.0;0.0;Apartamento;1371.0
Apartamento;Tijuca;2;0;1;75;1900.0;716.0;87.0;Apartamento;2703.0
Apartamento;Ipanema;4;1;2;195;12000.0;2000.0;550.0;Apartamento;14550.0
Apartamento;Barra da Tijuca;2;1;1;95;2450.0;1700.0;0.0;Apartamento;4150.0
Apartamento;Península;4;3;2;229;6500.0;3000.0;2500.0;Apartamento;12000.0
Apartamento;Jacarepaguá;2;1;1;78;2500.0;589.0;98.0;Apartamento;3187.0
Apartamento;Leblon;2;1;1;79;2650.0;1702.0;406.0;Apartamento;4758.0
Apartamento;Bonsucesso;2;0;0;67;800.0;484.0;0.0;Apartamento;1284.0
Apartamento;Del Castilho;2;1;0;67;1200.0;300.0;0.0;Apartamento;1500.0
Apartamento;Barra da Tijuca;3;3;1;169;5000.0;2280.0;450.0;Apartamento;7730.0
Apartamento;Ipanema;3;0;0;195;10000.0;2200.0;645.0;Apartamento;12845.0
Apartamento;Copacabana;1;0;1;52;2500.0;650.0;0.0;Apartamento;3150.0
Flat;Copacabana;2;1;1;65;4000.0;0.0;0.0;Apartamento;4000.0
Apartamento;Andaraí;2;1;0;63;1100.0;450.0;24.0;Apartamento;1574.0
Apartamento;Barra da Tijuca;3;2;3;132;10900.0;2160.0;820.0;Apartamento;13880.0
Apartamento;Méier;2;1;0;60;1100.0;570.0;37.0;Apartamento;1707.0
Apartamento;Copacabana;3;1;0;140;3500.0;1050.0;180.0;Apartamento;4730.0
Casa de Condomínio;Barra da Tijuca;6;3;4;400;15000.0;1759.0;0.0;Casa;16759.0
Apartamento;Engenho Novo;3;1;0;130;1300.0;700.0;0.0;Apartamento;2000.0
Apartamento;Copacabana;3;0;0;80;3000.0;850.0;981.0;Apartamento;4831.0
Apartamento;Copacabana;2;0;1;98;2250.0;1426.0;206.0;Apartamento;3882.0
Apartamento;Barra da Tijuca;3;2;3;145;3200.0;1800.0;0.0;Apartamento;5000.0
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0;Apartamento;5326.0
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;320.0;Apartamento;5770.0
Apartamento;Todos os Santos;2;1;1;51;1250.0;440.0;14.0;Apartamento;1704.0
Apartamento;Copacabana;3;1;1;130;5500.0;1600.0;231.0;Apartamento;7331.0
Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2160.0;1038.0;Apartamento;11198.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1400.0;850.0;100.0;Apartamento;2350.0
Apartamento;Laranjeiras;3;1;1;90;2200.0;1294.0;0.0;Apartamento;3494.0
Apartamento;Ipanema;3;0;1;120;4000.0;653.0;162.0;Apartamento;4815.0
Apartamento;Copacabana;2;1;1;114;6000.0;1150.0;0.0;Apartamento;7150.0
Apartamento;Copacabana;4;1;0;214;6000.0;1859.0;783.0;Apartamento;8642.0
Apartamento;Flamengo;3;2;1;430;12000.0;2650.0;1254.0;Apartamento;15904.0
Apartamento;Ipanema;2;1;2;156;5500.0;2400.0;480.0;Apartamento;8380.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;59;900.0;575.0;14.0;Apartamento;1489.0
Apartamento;Copacabana;1;1;0;40;3300.0;400.0;26.0;Apartamento;3726.0
Apartamento;Cosme Velho;2;1;1;87;2200.0;792.0;188.0;Apartamento;3180.0
Apartamento;Barra da Tijuca;4;3;4;292;12000.0;3800.0;8000.0;Apartamento;23800.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;82;1400.0;783.0;128.0;Apartamento;2311.0
Apartamento;Laranjeiras;2;1;1;80;2700.0;915.0;0.0;Apartamento;3615.0
Apartamento;Flamengo;1;0;0;35;1300.0;319.0;24.0;Apartamento;1643.0
Apartamento;Ipanema;2;1;1;86;19000.0;3685.0;442.0;Apartamento;23127.0
Apartamento;Jardim Botânico;3;2;0;145;5000.0;1296.0;317.0;Apartamento;6613.0
Apartamento;Leblon;2;2;1;89;6400.0;1957.0;437.0;Apartamento;8794.0
Apartamento;Ipanema;2;1;1;100;5500.0;1200.0;400.0;Apartamento;7100.0
Apartamento;Flamengo;3;0;0;178;5000.0;1500.0;220.0;Apartamento;6720.0
Flat;Ipanema;2;1;1;100;8000.0;4000.0;475.0;Apartamento;12475.0
Apartamento;Tijuca;3;1;0;72;1950.0;200.0;83.0;Apartamento;2233.0
Apartamento;Barra da Tijuca;4;3;0;219;10999.0;3123.0;6200.0;Apartamento;20322.0
Apartamento;Ipanema;2;1;1;78;8000.0;3300.0;570.0;Apartamento;11870.0
Apartamento;Barra da Tijuca;2;1;2;83;2250.0;1160.0;254.0;Apartamento;3664.0
Apartamento;Copacabana;3;0;0;88;2900.0;713.0;171.0;Apartamento;3784.0
Apartamento;Leblon;2;1;0;80;3900.0;800.0;0.0;Apartamento;4700.0
Apartamento;Lagoa;2;1;1;92;3600.0;1125.0;221.0;Apartamento;4946.0
Apartamento;Barra da Tijuca;1;1;0;65;2300.0;1600.0;3600.0;Apartamento;7500.0
Apartamento;Vila Isabel;2;1;0;70;1300.0;502.0;80.0;Apartamento;1882.0
Apartamento;Copacabana;3;1;1;83;4000.0;1230.0;240.0;Apartamento;5470.0
Apartamento;Cidade Nova;3;2;0;66;2200.0;558.0;48.0;Apartamento;2806.0
Casa de Vila;Freguesia (Jacarepaguá);2;1;2;69;1400.0;30.0;13.0;Casa;1443.0
Quitinete;Gardênia Azul;1;0;0;25;500.0;0.0;0.0;Apartamento;500.0
Apartamento;Ipanema;3;0;0;115;7000.0;250.0;300.0;Apartamento;7550.0
Apartamento;Leblon;2;0;0;65;3500.0;1000.0;1800.0;Apartamento;6300.0
Apartamento;Jardim Botânico;3;2;1;90;3900.0;1310.0;275.0;Apartamento;5485.0
Apartamento;Copacabana;1;0;1;30;2000.0;500.0;0.0;Apartamento;2500.0
Apartamento;Tanque;2;1;1;66;1200.0;450.0;64.0;Apartamento;1714.0
Apartamento;Copacabana;2;0;0;85;2500.0;850.0;0.0;Apartamento;3350.0
Apartamento;Barra da Tijuca;3;2;0;130;3800.0;1600.0;150.0;Apartamento;5550.0
Quitinete;Copacabana;1;0;0;30;1400.0;450.0;100.0;Apartamento;1950.0
Apartamento;Engenho Novo;2;0;0;65;990.0;590.0;0.0;Apartamento;1580.0
Apartamento;Barra da Tijuca;3;3;1;130;6500.0;2810.0;700.0;Apartamento;10010.0
Apartamento;Glória;1;0;0;20;900.0;495.0;0.0;Apartamento;1395.0
Apartamento;Barra da Tijuca;3;2;2;240;5450.0;2800.0;696.0;Apartamento;8946.0
Flat;Copacabana;1;1;0;55;2600.0;1250.0;230.0;Apartamento;4080.0
Apartamento;Copacabana;3;9;1;280;18000.0;2200.0;5800.0;Apartamento;26000.0
Apartamento;Barra da Tijuca;2;1;1;65;1600.0;827.0;77.0;Apartamento;2504.0
Apartamento;Barra da Tijuca;2;1;0;70;1400.0;797.0;0.0;Apartamento;2197.0
Apartamento;Península;2;2;1;120;3300.0;1790.0;0.0;Apartamento;5090.0
Apartamento;Ipanema;3;0;1;130;4000.0;1320.0;195.0;Apartamento;5515.0
Apartamento;Grajaú;2;0;0;80;1500.0;500.0;0.0;Apartamento;2000.0
Apartamento;Barra da Tijuca;4;3;4;245;10000.0;2900.0;500.0;Apartamento;13400.0
Casa;Vila da Penha;2;1;0;70;1300.0;0.0;18.0;Casa;1318.0
Apartamento;Leblon;3;2;3;320;15000.0;4000.0;0.0;Apartamento;19000.0
Apartamento;Recreio dos Bandeirantes;3;2;1;163;2499.0;1456.0;403.0;Apartamento;4358.0
Apartamento;Botafogo;3;1;1;101;4000.0;1200.0;159.0;Apartamento;5359.0
Apartamento;Barra da Tijuca;2;2;1;75;3500.0;3113.0;380.0;Apartamento;6993.0
Apartamento;Barra da Tijuca;3;3;2;270;8400.0;2500.0;600.0;Apartamento;11500.0
Apartamento;Jardim Guanabara;2;1;0;70;1700.0;400.0;100.0;Apartamento;2200.0
Casa;Campo Grande;2;1;0;75;1000.0;0.0;0.0;Casa;1000.0
Apartamento;Grajaú;1;0;0;50;1200.0;170.0;20.0;Apartamento;1390.0
Quitinete;Copacabana;1;0;0;22;1000.0;510.0;29.0;Apartamento;1539.0
Apartamento;Copacabana;3;1;0;140;3700.0;1374.0;329.0;Apartamento;5403.0
Flat;Copacabana;1;1;0;50;2800.0;1300.0;146.0;Apartamento;4246.0
Apartamento;Penha;2;1;1;57;1200.0;496.0;0.0;Apartamento;1696.0
Apartamento;Barra da Tijuca;4;2;1;112;4800.0;1160.0;640.0;Apartamento;6600.0
Apartamento;Botafogo;3;1;1;95;3200.0;902.0;152.0;Apartamento;4254.0
Apartamento;Barra da Tijuca;3;1;1;74;1800.0;620.0;0.0;Apartamento;2420.0
Apartamento;Barra da Tijuca;3;2;1;140;3800.0;2500.0;340.0;Apartamento;6640.0
Apartamento;Barra da Tijuca;2;1;1;115;3500.0;1730.0;364.0;Apartamento;5594.0
Casa;Campo Grande;1;0;0;40;450.0;0.0;0.0;Casa;450.0
Apartamento;Vila Isabel;1;1;0;70;1200.0;770.0;0.0;Apartamento;1970.0
Apartamento;São Conrado;3;2;1;146;3500.0;2053.0;367.0;Apartamento;5920.0
Apartamento;Copacabana;1;0;0;40;1850.0;700.0;0.0;Apartamento;2550.0
Apartamento;Leblon;4;2;1;169;10500.0;1925.0;875.0;Apartamento;13300.0
Apartamento;Leblon;4;2;1;160;10000.0;2000.0;360.0;Apartamento;12360.0
Apartamento;Barra da Tijuca;2;1;1;87;2200.0;788.0;0.0;Apartamento;2988.0
Apartamento;Engenho Novo;3;1;0;55;1000.0;700.0;0.0;Apartamento;1700.0
Apartamento;Flamengo;2;1;0;60;2340.0;760.0;104.0;Apartamento;3204.0
Apartamento;Madureira;2;0;0;50;700.0;480.0;0.0;Apartamento;1180.0
Apartamento;Arpoador;2;4;2;190;8500.0;2600.0;611.0;Apartamento;11711.0
Apartamento;Lagoa;3;4;3;380;29000.0;5000.0;1700.0;Apartamento;35700.0
Apartamento;Flamengo;1;0;0;45;2500.0;400.0;262.0;Apartamento;3162.0
Quitinete;Copacabana;1;0;0;28;1600.0;300.0;0.0;Apartamento;1900.0
Apartamento;Barra da Tijuca;4;4;4;350;15000.0;4500.0;0.0;Apartamento;19500.0
Apartamento;Leblon;3;1;1;82;4200.0;1180.0;0.0;Apartamento;5380.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;900.0;131.0;Apartamento;2831.0
Apartamento;Méier;2;0;0;42;750.0;359.0;17.0;Apartamento;1126.0
Apartamento;Barra da Tijuca;4;3;4;400;30000.0;5800.0;1560.0;Apartamento;37360.0
Apartamento;Campo Grande;3;2;1;143;2300.0;750.0;0.0;Apartamento;3050.0
Flat;Ipanema;1;1;0;45;2900.0;2263.0;252.0;Apartamento;5415.0
Apartamento;Ipanema;3;1;1;140;7500.0;2900.0;500.0;Apartamento;10900.0
Apartamento;Recreio dos Bandeirantes;1;0;0;24;1000.0;364.0;0.0;Apartamento;1364.0
Apartamento;Recreio dos Bandeirantes;3;2;1;70;1500.0;738.0;142.0;Apartamento;2380.0
Apartamento;Méier;3;2;1;100;2700.0;826.0;16.0;Apartamento;3542.0
Apartamento;Lagoa;3;1;1;142;5500.0;1255.0;400.0;Apartamento;7155.0
Apartamento;Barra da Tijuca;3;3;3;166;5500.0;2000.0;300.0;Apartamento;7800.0
Quitinete;Copacabana;1;0;0;22;950.0;430.0;67.0;Apartamento;1447.0
Apartamento;Lagoa;3;1;1;108;4800.0;1089.0;299.0;Apartamento;6188.0
Apartamento;Tijuca;3;1;0;170;2500.0;780.0;178.0;Apartamento;3458.0
Apartamento;Grajaú;2;0;0;66;1350.0;540.0;0.0;Apartamento;1890.0
Apartamento;Engenho de Dentro;3;1;1;60;1500.0;506.0;38.0;Apartamento;2044.0
Apartamento;Jacarepaguá;3;0;0;200;1500.0;181.0;6.0;Apartamento;1687.0
Apartamento;Leblon;4;2;4;200;10500.0;2710.0;1153.0;Apartamento;14363.0
Casa de Condomínio;Barra da Tijuca;5;4;2;360;8400.0;500.0;8000.0;Casa;16900.0
Apartamento;Tijuca;3;1;1;145;2800.0;1000.0;192.0;Apartamento;3992.0
Apartamento;Engenho Novo;2;1;0;63;1200.0;499.0;0.0;Apartamento;1699.0
Apartamento;Barra da Tijuca;2;1;1;68;2400.0;650.0;100.0;Apartamento;3150.0
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2300.0;711.0;221.0;Apartamento;3232.0
Apartamento;Botafogo;2;1;0;100;4000.0;1200.0;130.0;Apartamento;5330.0
Apartamento;Copacabana;1;0;0;42;2000.0;500.0;50.0;Apartamento;2550.0
Quitinete;Copacabana;1;0;0;30;2000.0;0.0;0.0;Apartamento;2000.0
Apartamento;Leblon;3;2;1;300;14500.0;4300.0;894.0;Apartamento;19694.0
Apartamento;Recreio dos Bandeirantes;3;2;2;177;2500.0;1500.0;413.0;Apartamento;4413.0
Apartamento;Estácio;2;1;1;84;1600.0;840.0;0.0;Apartamento;2440.0
Apartamento;Engenho Novo;2;0;0;68;800.0;440.0;0.0;Apartamento;1240.0
Apartamento;Barra da Tijuca;4;4;4;400;10000.0;1400.0;0.0;Apartamento;11400.0
Apartamento;Laranjeiras;3;1;0;135;2700.0;1513.0;251.0;Apartamento;4464.0
Apartamento;Copacabana;3;1;0;200;3200.0;1500.0;0.0;Apartamento;4700.0
Apartamento;Jardim Botânico;2;0;0;50;2800.0;555.0;145.0;Apartamento;3500.0
Apartamento;Leblon;3;1;1;140;6000.0;3100.0;448.0;Apartamento;9548.0
Quitinete;Copacabana;0;0;0;31;1500.0;455.0;58.0;Apartamento;2013.0
Apartamento;Vargem Pequena;3;2;1;124;2500.0;700.0;0.0;Apartamento;3200.0
Apartamento;Jardim Botânico;2;1;1;84;3500.0;1100.0;260.0;Apartamento;4860.0
Apartamento;Copacabana;4;1;1;280;6000.0;1700.0;4483.0;Apartamento;12183.0
Apartamento;Todos os Santos;3;1;1;75;1500.0;462.0;73.0;Apartamento;2035.0
Apartamento;Jacarepaguá;2;1;1;67;2200.0;699.0;74.0;Apartamento;2973.0
Apartamento;Barra da Tijuca;4;3;1;210;4800.0;2650.0;555.0;Apartamento;8005.0
Casa de Condomínio;Itanhangá;4;0;3;300;6000.0;1520.0;800.0;Casa;8320.0
Loft;Ipanema;1;0;0;38;3000.0;459.0;79.0;Apartamento;3538.0
Quitinete;Copacabana;0;0;0;30;900.0;326.0;29.0;Apartamento;1255.0
Apartamento;Tijuca;1;1;0;50;1200.0;390.0;30.0;Apartamento;1620.0
Quitinete;Tijuca;1;0;0;25;900.0;385.0;200.0;Apartamento;1485.0
Apartamento;Copacabana;2;0;0;70;2400.0;500.0;90.0;Apartamento;2990.0
Apartamento;Tijuca;3;0;1;90;1500.0;935.0;97.0;Apartamento;2532.0
Apartamento;Botafogo;2;0;0;67;2300.0;600.0;97.0;Apartamento;2997.0
Flat;Copacabana;1;0;0;55;2000.0;1983.0;1139.0;Apartamento;5122.0
Apartamento;Recreio dos Bandeirantes;3;1;1;83;1800.0;950.0;213.0;Apartamento;2963.0
Apartamento;São Conrado;2;0;2;103;3600.0;900.0;334.0;Apartamento;4834.0
Quitinete;Leme;1;0;0;25;1000.0;550.0;25.0;Apartamento;1575.0
Apartamento;Tijuca;3;1;1;110;2900.0;1100.0;182.0;Apartamento;4182.0
Apartamento;Ipanema;4;3;2;228;9000.0;3000.0;1146.0;Apartamento;13146.0
Apartamento;Tijuca;4;1;0;230;3500.0;726.0;126.0;Apartamento;4352.0
Apartamento;Copacabana;1;0;0;40;1300.0;540.0;54.0;Apartamento;1894.0
Apartamento;Vila Isabel;2;0;0;56;1300.0;300.0;21.0;Apartamento;1621.0
Apartamento;Recreio dos Bandeirantes;3;3;1;240;2899.0;1600.0;490.0;Apartamento;4989.0
Apartamento;Maracanã;2;0;1;75;1800.0;600.0;410.0;Apartamento;2810.0
Apartamento;Barra da Tijuca;2;2;1;89;1700.0;1350.0;80.0;Apartamento;3130.0
Casa de Vila;Taquara;3;1;2;107;1900.0;120.0;78.0;Casa;2098.0
Apartamento;Vargem Pequena;2;1;1;57;1450.0;470.0;0.0;Apartamento;1920.0
Quitinete;Copacabana;1;0;0;29;1000.0;550.0;0.0;Apartamento;1550.0
Apartamento;Barra da Tijuca;4;4;4;230;13000.0;4400.0;1422.0;Apartamento;18822.0
Apartamento;Copacabana;3;0;0;100;2500.0;1055.0;300.0;Apartamento;3855.0
Apartamento;Copacabana;2;0;0;62;2200.0;883.0;96.0;Apartamento;3179.0
Flat;Ipanema;2;1;1;100;8000.0;4773.0;591.0;Apartamento;13364.0
Apartamento;Tijuca;3;0;0;80;2500.0;450.0;65.0;Apartamento;3015.0
Apartamento;Recreio dos Bandeirantes;4;2;2;300;5000.0;1168.0;363.0;Apartamento;6531.0
Apartamento;Copacabana;2;0;1;98;5000.0;600.0;220.0;Apartamento;5820.0
Apartamento;Leblon;1;0;1;35;2200.0;556.0;0.0;Apartamento;2756.0
Apartamento;Grajaú;2;1;1;75;1800.0;950.0;0.0;Apartamento;2750.0
Apartamento;Ipanema;4;3;3;550;36800.0;9800.0;0.0;Apartamento;46600.0
Apartamento;Gávea;3;2;1;120;6500.0;1630.0;500.0;Apartamento;8630.0
Apartamento;Barra da Tijuca;4;3;4;250;8500.0;3500.0;600.0;Apartamento;12600.0
Apartamento;Ipanema;3;1;1;126;5800.0;1998.0;590.0;Apartamento;8388.0
Apartamento;Copacabana;3;1;0;160;3000.0;1760.0;377.0;Apartamento;5137.0
Apartamento;Campo Grande;2;0;0;60;750.0;210.0;0.0;Apartamento;960.0
Apartamento;Vila Isabel;1;1;0;71;1500.0;630.0;79.0;Apartamento;2209.0
Apartamento;Barra da Tijuca;1;1;1;80;3300.0;1500.0;300.0;Apartamento;5100.0
Apartamento;São Francisco Xavier;2;1;1;54;1000.0;540.0;0.0;Apartamento;1540.0
Quitinete;Copacabana;1;0;0;30;2000.0;675.0;75.0;Apartamento;2750.0
Apartamento;Jardim Guanabara;3;1;1;140;2000.0;610.0;0.0;Apartamento;2610.0
Apartamento;Jacarepaguá;2;1;1;70;2500.0;410.0;78.0;Apartamento;2988.0
Apartamento;Flamengo;3;1;1;130;3500.0;1043.0;232.0;Apartamento;4775.0
Apartamento;Leblon;4;2;3;250;25000.0;2800.0;748.0;Apartamento;28548.0
Apartamento;Del Castilho;2;1;0;60;1200.0;500.0;25.0;Apartamento;1725.0
Apartamento;Copacabana;2;0;1;218;18000.0;1350.0;3000.0;Apartamento;22350.0
Apartamento;Barra da Tijuca;2;0;0;103;2800.0;1783.0;198.0;Apartamento;4781.0
Apartamento;Jacarepaguá;3;1;1;82;2200.0;730.0;120.0;Apartamento;3050.0
Apartamento;Recreio dos Bandeirantes;3;1;1;76;1800.0;850.0;120.0;Apartamento;2770.0
Apartamento;Ipanema;4;4;2;450;30000.0;13000.0;1200.0;Apartamento;44200.0
Apartamento;Vila da Penha;2;0;0;60;950.0;30.0;0.0;Apartamento;980.0
Casa de Vila;Colégio;2;1;0;50;980.0;0.0;0.0;Casa;980.0
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;1222.0;158.0;Apartamento;3180.0
Apartamento;Recreio dos Bandeirantes;2;2;0;88;1300.0;1026.0;368.0;Apartamento;2694.0
Apartamento;Barra da Tijuca;1;1;1;64;2000.0;1130.0;290.0;Apartamento;3420.0
Apartamento;Recreio dos Bandeirantes;2;3;1;80;1600.0;530.0;1344.0;Apartamento;3474.0
Apartamento;Flamengo;3;1;0;120;3300.0;1278.0;160.0;Apartamento;4738.0
Casa de Condomínio;Campo Grande;2;1;2;80;1200.0;150.0;0.0;Casa;1350.0
Apartamento;Barra da Tijuca;2;1;1;98;1650.0;980.0;144.0;Apartamento;2774.0
Apartamento;Copacabana;3;1;0;127;3500.0;1278.0;2854.0;Apartamento;7632.0
Apartamento;Copacabana;3;0;0;125;3500.0;1380.0;0.0;Apartamento;4880.0
Apartamento;São Conrado;3;2;1;115;2400.0;2000.0;180.0;Apartamento;4580.0
Quitinete;Copacabana;1;0;0;29;1500.0;500.0;0.0;Apartamento;2000.0
Quitinete;Santa Teresa;1;0;0;20;1200.0;330.0;14.0;Apartamento;1544.0
Apartamento;Ipanema;2;0;0;62;3500.0;780.0;0.0;Apartamento;4280.0
Apartamento;Copacabana;1;0;0;48;1500.0;790.0;25.0;Apartamento;2315.0
Apartamento;Barra da Tijuca;2;1;2;90;2300.0;1510.0;2496.0;Apartamento;6306.0
Apartamento;Cachambi;1;0;1;39;850.0;320.0;0.0;Apartamento;1170.0
Apartamento;Lagoa;3;1;1;125;4100.0;1850.0;420.0;Apartamento;6370.0
Casa de Condomínio;Barra da Tijuca;3;5;3;681;20000.0;1907.0;18098.0;Casa;40005.0
Apartamento;Barra da Tijuca;3;3;1;250;6000.0;2800.0;7000.0;Apartamento;15800.0
Apartamento;Tijuca;2;0;0;79;1650.0;250.0;82.0;Apartamento;1982.0
Apartamento;Copacabana;1;0;0;35;1700.0;632.0;0.0;Apartamento;2332.0
Apartamento;São Conrado;3;3;2;400;15000.0;10000.0;2200.0;Apartamento;27200.0
Apartamento;Barra da Tijuca;2;1;2;82;2600.0;1470.0;247.0;Apartamento;4317.0
Apartamento;Botafogo;3;1;1;130;3000.0;1446.0;0.0;Apartamento;4446.0
Apartamento;Campo Grande;3;1;0;65;900.0;130.0;0.0;Apartamento;1030.0
Apartamento;Freguesia (Jacarepaguá);2;1;2;78;2000.0;650.0;0.0;Apartamento;2650.0
Apartamento;Barra da Tijuca;1;1;1;74;1900.0;1300.0;0.0;Apartamento;3200.0
Apartamento;Pechincha;3;1;1;73;1600.0;750.0;0.0;Apartamento;2350.0
Flat;Barra da Tijuca;2;2;2;70;3000.0;1200.0;385.0;Apartamento;4585.0
Apartamento;Barra da Tijuca;3;2;1;115;4200.0;1065.0;0.0;Apartamento;5265.0
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;370.0;Apartamento;5820.0
Apartamento;Tijuca;1;0;0;53;1200.0;402.0;19.0;Apartamento;1621.0
Apartamento;Botafogo;3;1;1;103;5700.0;1310.0;348.0;Apartamento;7358.0
Apartamento;Barra da Tijuca;4;3;2;160;6500.0;1800.0;350.0;Apartamento;8650.0
Apartamento;Leblon;1;0;0;50;2500.0;650.0;95.0;Apartamento;3245.0
Apartamento;Copacabana;1;0;0;33;1100.0;523.0;56.0;Apartamento;1679.0
Apartamento;Sampaio;1;0;0;51;800.0;205.0;0.0;Apartamento;1005.0
Casa de Condomínio;Barra da Tijuca;4;2;2;316;10000.0;1100.0;8341.0;Casa;19441.0
Apartamento;Barra da Tijuca;3;1;3;80;3000.0;1200.0;0.0;Apartamento;4200.0
Apartamento;Barra da Tijuca;4;4;4;436;15000.0;4800.0;0.0;Apartamento;19800.0
Casa;Penha Circular;3;0;1;200;1100.0;159.0;0.0;Casa;1259.0
Apartamento;Lins de Vasconcelos;2;1;1;73;1400.0;509.0;91.0;Apartamento;2000.0
Casa de Condomínio;Recreio dos Bandeirantes;5;0;3;500;18000.0;800.0;0.0;Casa;18800.0
Apartamento;Copacabana;1;0;0;33;2200.0;600.0;0.0;Apartamento;2800.0
Casa;Vaz Lobo;1;1;0;80;800.0;0.0;75.0;Casa;875.0
Apartamento;Copacabana;1;0;0;26;1600.0;387.0;0.0;Apartamento;1987.0
Apartamento;Ipanema;5;2;3;280;15000.0;1980.0;600.0;Apartamento;17580.0
Apartamento;Flamengo;3;0;0;110;3800.0;1070.0;0.0;Apartamento;4870.0
Apartamento;Vaz Lobo;2;0;0;60;680.0;198.0;0.0;Apartamento;878.0
Apartamento;Barra da Tijuca;2;1;1;69;3000.0;850.0;1400.0;Apartamento;5250.0
Apartamento;Tijuca;2;1;0;65;1500.0;658.0;80.0;Apartamento;2238.0
Casa;Jardim América;1;0;0;41;800.0;0.0;0.0;Casa;800.0
Apartamento;Laranjeiras;2;1;0;75;2200.0;895.0;0.0;Apartamento;3095.0
Apartamento;Botafogo;3;1;0;94;3200.0;1500.0;137.0;Apartamento;4837.0
