Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Grupo;Valor_Total
Apartamento;Botafogo;2;1;1;80;4300.0;1379.0;187.0;Apartamento;5866.0
Flat;Barra da Tijuca;1;1;1;70;1695.0;980.0;0.0;Apartamento;2675.0
Apartamento;Tijuca;2;0;0;70;1800.0;939.0;63.0;Apartamento;2802.0
Apartamento;Ipanema;2;2;1;90;10300.0;4300.0;350.0;Apartamento;14950.0
Apartamento;Humaitá;3;1;1;97;3300.0;1500.0;170.0;Apartamento;4970.0
Apartamento;Flamengo;1;0;0;65;2900.0;622.0;130.0;Apartamento;3652.0
Apartamento;Recreio dos Bandeirantes;3;2;1;140;2900.0;570.0;0.0;Apartamento;3470.0
Apartamento;Barra da Tijuca;2;2;1;110;4500.0;1960.0;589.0;Apartamento;7049.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;69;1100.0;800.0;517.0;Apartamento;2417.0
Apartamento;Copacabana;2;0;0;71;2200.0;580.0;0.0;Apartamento;2780.0
Apartamento;Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0;Apartamento;3636.0
Apartamento;Recreio dos Bandeirantes;2;1;1;78;1500.0;770.0;108.0;Apartamento;2378.0
Apartamento;Jacarepaguá;2;1;0;48;800.0;572.0;0.0;Apartamento;1372.0
Apartamento;Botafogo;1;1;0;65;2200.0;880.0;125.0;Apartamento;3205.0
Apartamento;Recreio dos Bandeirantes;3;1;1;74;1550.0;1034.0;80.0;Apartamento;2664.0
Apartamento;Flamengo;2;0;0;68;2500.0;870.0;102.0;Apartamento;3472.0
Apartamento;Ipanema;4;2;1;236;6800.0;2700.0;700.0;Apartamento;10200.0
Apartamento;Flamengo;5;2;1;300;5500.0;2721.0;709.0;Apartamento;8930.0
Apartamento;Taquara;1;1;0;83;1200.0;578.0;0.0;Apartamento;1778.0
Apartamento;Barra da Tijuca;4;2;1;20;4800.0;1500.0;0.0;Apartamento;6300.0
Apartamento;Méier;3;1;1;85;1700.0;900.0;1350.0;Apartamento;3950.0
Apartamento;Barra da Tijuca;2;2;1;84;3400.0;656.0;307.0;Apartamento;4363.0
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;168;4000.0;1161.0;0.0;Casa;5161.0
Apartamento;Botafogo;2;0;1;85;3000.0;700.0;145.0;Apartamento;3845.0
Apartamento;Botafogo;1;1;1;58;2900.0;1275.0;126.0;Apartamento;4301.0
Apartamento;Camorim;3;1;1;65;1350.0;560.0;700.0;Apartamento;2610.0
Apartamento;Ipanema;2;0;0;100;2700.0;1580.0;180.0;Apartamento;4460.0
Apartamento;Andaraí;3;1;2;66;800.0;620.0;25.0;Apartamento;1445.0
Apartamento;Anil;3;1;0;65;850.0;430.0;0.0;Apartamento;1280.0
Apartamento;Barra da Tijuca;2;2;0;105;6000.0;2450.0;270.0;Apartamento;8720.0
Apartamento;Copacabana;1;0;0;44;1900.0;460.0;25.0;Apartamento;2385.0
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1690.0;620.0;155.0;Apartamento;2465.0
Apartamento;Copacabana;1;0;0;32;1200.0;430.0;29.0;Apartamento;1659.0
Apartamento;Barra da Tijuca;2;1;1;75;3000.0;1200.0;200.0;Apartamento;4400.0
Apartamento;Recreio dos Bandeirantes;4;2;3;190;3950.0;1290.0;300.0;Apartamento;5540.0
Casa;Campo Grande;2;0;1;54;1000.0;0.0;0.0;Casa;1000.0
Apartamento;Ipanema;3;1;1;107;6000.0;1260.0;328.0;Apartamento;7588.0
Apartamento;São Cristóvão;2;1;0;50;990.0;375.0;15.0;Apartamento;1380.0
Apartamento;Leblon;2;1;1;73;5500.0;1870.0;400.0;Apartamento;7770.0
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;180;3500.0;600.0;0.0;Casa;4100.0
Casa de Condomínio;Barra da Tijuca;3;3;1;325;6500.0;1172.0;575.0;Casa;8247.0
Apartamento;Leblon;1;0;1;50;2990.0;1725.0;259.0;Apartamento;4974.0
Apartamento;Recreio dos Bandeirantes;2;0;2;80;3500.0;1370.0;240.0;Apartamento;5110.0
Apartamento;Engenho Novo;2;1;0;92;900.0;660.0;93.0;Apartamento;1653.0
Apartamento;Flamengo;3;1;0;100;3300.0;700.0;147.0;Apartamento;4147.0
Apartamento;Ipanema;3;1;1;162;7000.0;1620.0;450.0;Apartamento;9070.0
Apartamento;Copacabana;1;0;0;31;1100.0;397.0;67.0;Apartamento;1564.0
Apartamento;Copacabana;4;0;0;300;26000.0;1580.0;0.0;Apartamento;27580.0
Apartamento;Barra da Tijuca;4;3;2;225;7600.0;2651.0;720.0;Apartamento;10971.0
Apartamento;Jardim Botânico;3;2;1;145;4500.0;1575.0;0.0;Apartamento;6075.0
Apartamento;Barra da Tijuca;3;2;2;210;4200.0;2800.0;0.0;Apartamento;7000.0
Apartamento;Botafogo;3;2;1;104;3650.0;1870.0;254.0;Apartamento;5774.0
Apartamento;Barra da Tijuca;4;3;4;340;12000.0;3400.0;700.0;Apartamento;16100.0
Apartamento;Camorim;3;2;1;161;1500.0;900.0;2700.0;Apartamento;5100.0
Apartamento;Barra da Tijuca;4;3;4;392;25000.0;6700.0;25000.0;Apartamento;56700.0
Apartamento;Tijuca;3;0;1;85;1500.0;763.0;137.0;Apartamento;2400.0
Apartamento;Barra da Tijuca;4;3;4;200;8000.0;4300.0;0.0;Apartamento;12300.0
Apartamento;Leblon;4;3;2;250;10000.0;3300.0;800.0;Apartamento;14100.0
Casa de Vila;Taquara;1;0;0;60;1000.0;0.0;0.0;Casa;1000.0
Quitinete;Copacabana;1;0;0;42;5000.0;500.0;1300.0;Apartamento;6800.0
Apartamento;Taquara;3;1;3;82;1600.0;700.0;95.0;Apartamento;2395.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;57;1500.0;606.0;77.0;Apartamento;2183.0
Apartamento;Copacabana;3;0;0;100;3000.0;650.0;0.0;Apartamento;3650.0
Apartamento;Flamengo;1;1;0;44;1799.0;440.0;20.0;Apartamento;2259.0
Apartamento;Recreio dos Bandeirantes;2;1;1;69;2300.0;550.0;1400.0;Apartamento;4250.0
Apartamento;Copacabana;1;0;0;35;1600.0;500.0;0.0;Apartamento;2100.0
Quitinete;Copacabana;1;0;0;39;1300.0;650.0;76.0;Apartamento;2026.0
Casa de Condomínio;Barra da Tijuca;5;6;4;600;11000.0;1680.0;1700.0;Casa;14380.0
Apartamento;Botafogo;3;2;1;105;5000.0;1800.0;2570.0;Apartamento;9370.0
Apartamento;Ipanema;3;1;1;145;8000.0;1550.0;438.0;Apartamento;9988.0
Apartamento;Flamengo;2;0;0;86;2500.0;634.0;143.0;Apartamento;3277.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;75;1190.0;570.0;50.0;Apartamento;1810.0
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1700.0;230.0;Apartamento;7430.0
Quitinete;Glória;1;0;0;29;900.0;335.0;24.0;Apartamento;1259.0
Apartamento;Recreio dos Bandeirantes;2;1;1;85;2000.0;690.0;142.0;Apartamento;2832.0
Apartamento;Copacabana;2;0;0;70;3500.0;500.0;92.0;Apartamento;4092.0
Apartamento;Catete;3;1;1;94;3000.0;1227.0;0.0;Apartamento;4227.0
Apartamento;Leblon;1;1;0;54;3990.0;1590.0;110.0;Apartamento;5690.0
Apartamento;Flamengo;4;1;2;269;8500.0;2200.0;540.0;Apartamento;11240.0
Apartamento;Tijuca;2;1;0;99;1800.0;660.0;141.0;Apartamento;2601.0
Apartamento;Barra da Tijuca;4;4;3;500;28000.0;8000.0;2630.0;Apartamento;38630.0
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2600.0;540.0;140.0;Apartamento;3280.0
Apartamento;Barra da Tijuca;1;1;0;70;2500.0;1000.0;200.0;Apartamento;3700.0
Apartamento;Copacabana;2;1;1;85;2600.0;819.0;136.0;Apartamento;3555.0
Apartamento;Santa Teresa;3;0;0;96;2600.0;448.0;0.0;Apartamento;3048.0
Apartamento;Centro;1;1;0;38;1200.0;381.0;14.0;Apartamento;1595.0
Apartamento;Flamengo;1;0;0;55;1800.0;500.0;30.0;Apartamento;2330.0
Apartamento;Tijuca;1;1;0;54;1600.0;690.0;0.0;Apartamento;2290.0
Apartamento;Tijuca;2;0;0;70;1700.0;690.0;80.0;Apartamento;2470.0
Apartamento;Tijuca;2;0;0;75;1800.0;574.0;24.0;Apartamento;2398.0
Apartamento;Copacabana;4;1;0;295;4999.0;2100.0;530.0;Apartamento;7629.0
Casa de Condomínio;Barra da Tijuca;4;3;4;270;11000.0;700.0;550.0;Casa;12250.0
Apartamento;Recreio dos Bandeirantes;3;3;2;195;2800.0;750.0;450.0;Apartamento;4000.0
Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;0.0;Casa;12800.0
Apartamento;Barra da Tijuca;1;1;1;60;1600.0;1095.0;107.0;Apartamento;2802.0
Apartamento;Lagoa;4;1;1;178;5100.0;1900.0;550.0;Apartamento;7550.0
Apartamento;Copacabana;3;1;1;126;3200.0;1430.0;187.0;Apartamento;4817.0
Apartamento;Tijuca;3;1;0;100;2000.0;800.0;0.0;Apartamento;2800.0
Casa;Jacarepaguá;8;20;7;2000;15000.0;0.0;0.0;Casa;15000.0
Apartamento;Curicica;2;1;0;44;1100.0;395.0;162.0;Apartamento;1657.0
Apartamento;Lagoa;4;2;1;256;15000.0;2300.0;800.0;Apartamento;18100.0
Apartamento;Recreio dos Bandeirantes;3;1;1;100;2900.0;754.0;0.0;Apartamento;3654.0
Quitinete;Copacabana;1;0;1;44;1500.0;376.0;25.0;Apartamento;1901.0
Apartamento;Ipanema;2;1;1;90;5300.0;1350.0;350.0;Apartamento;7000.0
Apartamento;Recreio dos Bandeirantes;3;1;2;75;3000.0;804.0;135.0;Apartamento;3939.0
Apartamento;Engenho Novo;1;0;0;46;1100.0;500.0;0.0;Apartamento;1600.0
Casa de Condomínio;Barra da Tijuca;4;4;4;400;16000.0;1300.0;590.0;Casa;17890.0
Apartamento;Barra da Tijuca;2;2;1;84;2300.0;1308.0;214.0;Apartamento;3822.0
Apartamento;Pechincha;3;1;1;90;1150.0;837.0;116.0;Apartamento;2103.0
Apartamento;Tijuca;3;1;1;100;3000.0;880.0;131.0;Apartamento;4011.0
Apartamento;Jardim Guanabara;3;2;1;120;2250.0;451.0;254.0;Apartamento;2955.0
Apartamento;Barra da Tijuca;3;1;1;85;1800.0;1200.0;0.0;Apartamento;3000.0
Apartamento;Laranjeiras;3;1;1;93;3000.0;1100.0;0.0;Apartamento;4100.0
Apartamento;Ipanema;4;3;1;230;12900.0;3800.0;0.0;Apartamento;16700.0
Apartamento;Botafogo;3;2;1;120;5500.0;1420.0;0.0;Apartamento;6920.0
Apartamento;Engenho da Rainha;2;1;0;52;700.0;576.0;0.0;Apartamento;1276.0
Apartamento;Laranjeiras;1;0;0;24;900.0;415.0;29.0;Apartamento;1344.0
Apartamento;Leblon;2;0;0;78;3100.0;890.0;202.0;Apartamento;4192.0
Apartamento;Copacabana;3;0;0;154;4500.0;1800.0;0.0;Apartamento;6300.0
Apartamento;Rocha Miranda;2;1;0;55;1100.0;220.0;0.0;Apartamento;1320.0
Apartamento;Copacabana;5;2;2;390;12400.0;3522.0;1082.0;Apartamento;17004.0
Apartamento;Barra da Tijuca;2;2;1;80;3000.0;1200.0;250.0;Apartamento;4450.0
Apartamento;Tijuca;2;0;0;84;1700.0;690.0;0.0;Apartamento;2390.0
Apartamento;Gávea;3;1;1;107;4500.0;1142.0;255.0;Apartamento;5897.0
Apartamento;Ipanema;3;1;1;126;6000.0;1516.0;590.0;Apartamento;8106.0
Quitinete;Copacabana;1;0;0;30;1600.0;540.0;25.0;Apartamento;2165.0
Apartamento;Madureira;2;0;0;53;900.0;250.0;0.0;Apartamento;1150.0
Apartamento;Barra da Tijuca;2;1;1;77;3000.0;1350.0;180.0;Apartamento;4530.0
Apartamento;Campo Grande;2;1;0;58;700.0;130.0;0.0;Apartamento;830.0
Casa de Condomínio;Recreio dos Bandeirantes;5;2;5;236;3700.0;730.0;0.0;Casa;4430.0
Apartamento;Jacarepaguá;2;1;0;55;1000.0;480.0;52.0;Apartamento;1532.0
Casa;Freguesia (Jacarepaguá);3;2;0;140;2200.0;0.0;128.0;Casa;2328.0
Casa de Vila;Guadalupe;1;0;0;45;700.0;0.0;0.0;Casa;700.0
Quitinete;Realengo;1;0;0;60;650.0;0.0;0.0;Apartamento;650.0
Apartamento;Laranjeiras;1;0;0;25;1300.0;450.0;25.0;Apartamento;1775.0
Apartamento;Bonsucesso;2;0;0;57;1100.0;450.0;0.0;Apartamento;1550.0
Apartamento;Recreio dos Bandeirantes;2;1;1;106;1700.0;650.0;206.0;Apartamento;2556.0
Apartamento;Flamengo;3;1;1;100;3700.0;660.0;182.0;Apartamento;4542.0
Apartamento;Copacabana;2;0;0;90;2300.0;772.0;191.0;Apartamento;3263.0
Apartamento;Centro;2;0;0;47;1200.0;515.0;50.0;Apartamento;1765.0
Apartamento;Lagoa;3;1;0;115;4200.0;990.0;220.0;Apartamento;5410.0
Apartamento;Lagoa;4;3;1;210;11000.0;2000.0;944.0;Apartamento;13944.0
Apartamento;Realengo;3;1;1;100;1400.0;605.0;0.0;Apartamento;2005.0
Apartamento;Copacabana;2;0;1;80;3500.0;650.0;80.0;Apartamento;4230.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;120;1990.0;980.0;153.0;Apartamento;3123.0
Apartamento;Vila Isabel;3;2;0;95;1600.0;700.0;0.0;Apartamento;2300.0
Apartamento;Ipanema;3;2;2;113;9000.0;1885.0;580.0;Apartamento;11465.0
Apartamento;Barra da Tijuca;2;2;2;82;2600.0;1750.0;150.0;Apartamento;4500.0
Apartamento;Leblon;2;0;0;63;3300.0;841.0;0.0;Apartamento;4141.0
Apartamento;Lagoa;2;1;1;80;4000.0;1118.0;359.0;Apartamento;5477.0
Apartamento;Freguesia (Jacarepaguá);2;1;2;75;1600.0;580.0;0.0;Apartamento;2180.0
Apartamento;Glória;2;0;0;74;2200.0;544.0;81.0;Apartamento;2825.0
Apartamento;Copacabana;2;1;1;100;4250.0;1630.0;387.0;Apartamento;6267.0
Apartamento;Maracanã;3;1;0;81;1750.0;597.0;94.0;Apartamento;2441.0
Quitinete;Glória;1;0;0;30;1000.0;357.0;0.0;Apartamento;1357.0
Apartamento;Ipanema;2;2;1;160;7999.0;1231.0;461.0;Apartamento;9691.0
Apartamento;Leblon;3;2;1;151;9500.0;2600.0;400.0;Apartamento;12500.0
Apartamento;Barra da Tijuca;3;3;0;128;3300.0;1500.0;200.0;Apartamento;5000.0
Apartamento;Copacabana;2;0;1;108;2500.0;1020.0;0.0;Apartamento;3520.0
Casa de Vila;Laranjeiras;3;1;0;115;4200.0;0.0;128.0;Casa;4328.0
Apartamento;Ipanema;2;2;1;170;8000.0;1400.0;355.0;Apartamento;9755.0
Casa;Jardim Botânico;5;4;1;845;35000.0;0.0;1540.0;Casa;36540.0
Apartamento;Vila Isabel;2;0;0;63;1250.0;224.0;48.0;Apartamento;1522.0
Apartamento;Campo Grande;2;1;0;50;730.0;220.0;0.0;Apartamento;950.0
Quitinete;Barra da Tijuca;1;1;0;35;1300.0;1700.0;0.0;Apartamento;3000.0
Apartamento;São Conrado;2;1;1;88;2300.0;1080.0;0.0;Apartamento;3380.0
Apartamento;Botafogo;1;1;0;42;2700.0;507.0;68.0;Apartamento;3275.0
Apartamento;Taquara;1;1;0;55;700.0;406.0;0.0;Apartamento;1106.0
Apartamento;Piedade;2;1;0;70;1000.0;150.0;135.0;Apartamento;1285.0
Apartamento;Flamengo;3;1;1;125;5200.0;770.0;343.0;Apartamento;6313.0
Apartamento;Copacabana;2;2;2;75;5000.0;2000.0;100.0;Apartamento;7100.0
Apartamento;Leblon;4;2;1;150;7500.0;2000.0;400.0;Apartamento;9900.0
Apartamento;Taquara;2;1;0;55;900.0;514.0;39.0;Apartamento;1453.0
Apartamento;Copacabana;3;0;1;200;4500.0;1900.0;360.0;Apartamento;6760.0
Flat;Lagoa;2;1;0;58;2500.0;1400.0;420.0;Apartamento;4320.0
Apartamento;Barra da Tijuca;3;1;1;70;2200.0;615.0;80.0;Apartamento;2895.0
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;Apartamento;8995.0
Apartamento;Leblon;3;2;1;205;5400.0;3000.0;675.0;Apartamento;9075.0
Apartamento;Copacabana;1;0;0;35;1250.0;380.0;17.0;Apartamento;1647.0
Apartamento;Copacabana;1;0;0;46;1600.0;600.0;25.0;Apartamento;2225.0
Apartamento;Leblon;4;3;4;300;8500.0;10000.0;1280.0;Apartamento;19780.0
Apartamento;Lagoa;4;3;1;230;12000.0;4600.0;860.0;Apartamento;17460.0
Apartamento;Leblon;4;2;1;154;7500.0;1750.0;350.0;Apartamento;9600.0
Apartamento;Urca;2;0;0;63;3800.0;770.0;0.0;Apartamento;4570.0
Apartamento;Tijuca;2;1;1;80;2200.0;990.0;104.0;Apartamento;3294.0
Apartamento;Barra da Tijuca;2;2;1;98;2500.0;1800.0;200.0;Apartamento;4500.0
Apartamento;São Cristóvão;2;1;1;60;1350.0;630.0;38.0;Apartamento;2018.0
Apartamento;Botafogo;1;0;1;40;2800.0;800.0;180.0;Apartamento;3780.0
Apartamento;Barra da Tijuca;4;2;4;400;15000.0;3000.0;700.0;Apartamento;18700.0
Apartamento;Flamengo;1;1;0;90;2000.0;1540.0;197.0;Apartamento;3737.0
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;Apartamento;6114.0
Casa;Jardim Botânico;4;3;4;451;20000.0;0.0;1750.0;Casa;21750.0
Apartamento;Copacabana;4;1;2;190;6500.0;2900.0;366.0;Apartamento;9766.0
Apartamento;Copacabana;3;1;1;140;4800.0;1200.0;200.0;Apartamento;6200.0
Apartamento;Botafogo;3;1;0;105;2800.0;1060.0;101.0;Apartamento;3961.0
Apartamento;Barra da Tijuca;2;1;1;80;2150.0;1327.0;0.0;Apartamento;3477.0
Casa de Condomínio;Barra de Guaratiba;4;2;2;300;7500.0;1300.0;802.0;Casa;9602.0
Apartamento;Ipanema;4;2;3;300;15000.0;5000.0;1000.0;Apartamento;21000.0
Quitinete;Ramos;1;0;0;25;680.0;0.0;0.0;Apartamento;680.0
Apartamento;Humaitá;3;1;1;110;4200.0;1150.0;252.0;Apartamento;5602.0
Apartamento;Leblon;2;1;1;110;6300.0;1800.0;150.0;Apartamento;8250.0
Apartamento;Copacabana;3;1;0;100;2300.0;1451.0;248.0;Apartamento;3999.0
Apartamento;Andaraí;1;1;0;60;1300.0;1.0;25.0;Apartamento;1326.0
Apartamento;Vila Isabel;2;0;0;83;1700.0;260.0;81.0;Apartamento;2041.0
Apartamento;Padre Miguel;2;1;0;61;800.0;435.0;0.0;Apartamento;1235.0
Casa de Condomínio;Vargem Pequena;4;2;4;230;3450.0;390.0;160.0;Casa;4000.0
Apartamento;Gávea;3;1;0;90;3800.0;1028.0;235.0;Apartamento;5063.0
Apartamento;Copacabana;1;0;0;31;1200.0;521.0;25.0;Apartamento;1746.0
Apartamento;Barra da Tijuca;2;1;1;100;2700.0;1500.0;280.0;Apartamento;4480.0
Apartamento;Tijuca;3;0;0;80;1300.0;400.0;172.0;Apartamento;1872.0
Apartamento;Barra da Tijuca;3;1;1;110;2800.0;2685.0;731.0;Apartamento;6216.0
Apartamento;Humaitá;2;0;0;65;2300.0;650.0;122.0;Apartamento;3072.0
Apartamento;Botafogo;2;1;1;73;3200.0;652.0;87.0;Apartamento;3939.0
Apartamento;Laranjeiras;2;1;0;70;2400.0;820.0;94.0;Apartamento;3314.0
Apartamento;Ipanema;3;1;1;130;6500.0;1900.0;300.0;Apartamento;8700.0
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;244.0;Apartamento;5494.0
Apartamento;Flamengo;1;0;0;45;2600.0;480.0;70.0;Apartamento;3150.0
Apartamento;Grajaú;2;1;1;86;1500.0;749.0;0.0;Apartamento;2249.0
Apartamento;Lagoa;3;3;1;252;7700.0;1902.0;634.0;Apartamento;10236.0
Casa;Gávea;4;4;0;450;13000.0;0.0;600.0;Casa;13600.0
Apartamento;Santa Teresa;2;0;1;70;2900.0;750.0;250.0;Apartamento;3900.0
Casa de Vila;Tijuca;2;0;0;71;2500.0;0.0;60.0;Casa;2560.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;77;1600.0;742.0;103.0;Apartamento;2445.0
Apartamento;Recreio dos Bandeirantes;3;3;3;191;3000.0;1300.0;6800.0;Apartamento;11100.0
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;300;9000.0;600.0;3000.0;Casa;12600.0
Apartamento;Flamengo;1;0;0;50;2300.0;440.0;220.0;Apartamento;2960.0
Apartamento;Curicica;2;1;0;59;1400.0;510.0;13.0;Apartamento;1923.0
Apartamento;Leblon;4;1;2;205;17000.0;6000.0;772.0;Apartamento;23772.0
Quitinete;Copacabana;0;0;0;23;1200.0;460.0;20.0;Apartamento;1680.0
Apartamento;Flamengo;1;0;0;44;1500.0;330.0;0.0;Apartamento;1830.0
Apartamento;Ipanema;1;0;0;36;2500.0;450.0;45.0;Apartamento;2995.0
Apartamento;São Cristóvão;3;1;1;95;2500.0;1000.0;98.0;Apartamento;3598.0
Apartamento;Catete;2;1;1;64;2800.0;575.0;184.0;Apartamento;3559.0
Apartamento;Ipanema;3;1;1;100;4700.0;1600.0;218.0;Apartamento;6518.0
Apartamento;Pavuna;2;1;0;44;600.0;363.0;0.0;Apartamento;963.0
Apartamento;Barra da Tijuca;2;2;1;105;5000.0;2200.0;580.0;Apartamento;7780.0
Casa de Vila;Abolição;2;0;0;68;1200.0;0.0;12.0;Casa;1212.0
Apartamento;Copacabana;1;0;0;35;1400.0;400.0;220.0;Apartamento;2020.0
Quitinete;Ipanema;1;0;0;23;2200.0;0.0;300.0;Apartamento;2500.0
Apartamento;Ipanema;1;0;0;33;2000.0;650.0;0.0;Apartamento;2650.0
Apartamento;Recreio dos Bandeirantes;1;3;1;200;1500.0;1500.0;450.0;Apartamento;3450.0
Apartamento;Botafogo;1;1;1;60;2300.0;550.0;120.0;Apartamento;2970.0
Casa;Engenho de Dentro;2;0;0;33;900.0;0.0;16.0;Casa;916.0
Apartamento;Barra da Tijuca;3;2;3;160;5000.0;240.0;490.0;Apartamento;5730.0
Apartamento;Barra da Tijuca;3;2;1;185;8000.0;2112.0;929.0;Apartamento;11041.0
Apartamento;Copacabana;3;1;0;171;2600.0;1700.0;385.0;Apartamento;4685.0
Apartamento;Copacabana;3;0;0;90;2000.0;1700.0;1919.0;Apartamento;5619.0
Apartamento;Barra da Tijuca;3;2;3;109;5495.0;982.0;223.0;Apartamento;6700.0
Apartamento;Copacabana;3;1;1;140;4800.0;1556.0;188.0;Apartamento;6544.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1350.0;440.0;15.0;Apartamento;1805.0
Apartamento;Copacabana;3;1;1;120;7000.0;1250.0;192.0;Apartamento;8442.0
Apartamento;Copacabana;3;1;0;160;4000.0;1100.0;220.0;Apartamento;5320.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800.0;790.0;173.0;Apartamento;2763.0
Apartamento;Ipanema;3;2;2;450;20000.0;3500.0;1500.0;Apartamento;25000.0
Apartamento;Barra da Tijuca;2;1;1;82;2300.0;1260.0;265.0;Apartamento;3825.0
Apartamento;Barra da Tijuca;5;2;5;1200;24000.0;7500.0;5500.0;Apartamento;37000.0
Casa de Condomínio;São Conrado;4;2;1;320;5500.0;2260.0;38.0;Casa;7798.0
Apartamento;Senador Vasconcelos;2;1;0;65;650.0;220.0;0.0;Apartamento;870.0
Apartamento;Barra da Tijuca;4;3;4;287;20000.0;3000.0;0.0;Apartamento;23000.0
Apartamento;São Francisco Xavier;3;0;0;77;1400.0;550.0;50.0;Apartamento;2000.0
Apartamento;Anil;2;0;0;40;650.0;18.0;8.0;Apartamento;676.0
Apartamento;Recreio dos Bandeirantes;2;2;1;110;2200.0;680.0;218.0;Apartamento;3098.0
Apartamento;Barra da Tijuca;2;1;1;70;1750.0;1200.0;150.0;Apartamento;3100.0
Apartamento;Copacabana;1;1;0;38;1600.0;684.0;55.0;Apartamento;2339.0
Apartamento;Ipanema;3;4;0;120;8000.0;4000.0;850.0;Apartamento;12850.0
Apartamento;Guaratiba;2;1;0;45;600.0;301.0;0.0;Apartamento;901.0
Apartamento;Copacabana;1;0;0;49;1500.0;580.0;0.0;Apartamento;2080.0
Apartamento;Ipanema;4;2;1;180;12000.0;2700.0;1300.0;Apartamento;16000.0
Apartamento;Todos os Santos;1;0;0;70;800.0;656.0;39.0;Apartamento;1495.0
Apartamento;Barra da Tijuca;4;3;4;304;15000.0;3800.0;750.0;Apartamento;19550.0
Apartamento;Catete;1;0;0;40;1300.0;590.0;680.0;Apartamento;2570.0
Apartamento;Barra da Tijuca;5;4;5;1147;24000.0;7827.0;6977.0;Apartamento;38804.0
Apartamento;Flamengo;2;1;1;81;2500.0;1345.0;0.0;Apartamento;3845.0
Apartamento;Vila da Penha;2;1;0;47;1800.0;604.0;0.0;Apartamento;2404.0
Apartamento;Maracanã;3;0;0;90;2000.0;750.0;0.0;Apartamento;2750.0
Quitinete;Copacabana;1;0;1;30;1350.0;453.0;24.0;Apartamento;1827.0
Apartamento;Leblon;3;1;1;100;4500.0;1099.0;0.0;Apartamento;5599.0
Apartamento;Botafogo;1;1;1;43;1800.0;1036.0;130.0;Apartamento;2966.0
Apartamento;Botafogo;2;1;2;85;4230.0;1140.0;0.0;Apartamento;5370.0
Apartamento;Riachuelo;2;2;1;63;1300.0;350.0;63.0;Apartamento;1713.0
Apartamento;Barra da Tijuca;2;1;2;74;3000.0;1732.0;205.0;Apartamento;4937.0
Apartamento;Bento Ribeiro;2;1;0;56;700.0;544.0;0.0;Apartamento;1244.0
Apartamento;Ipanema;2;1;1;80;4400.0;617.0;299.0;Apartamento;5316.0
Apartamento;Vila Isabel;2;1;0;70;1600.0;564.0;24.0;Apartamento;2188.0
Apartamento;Leme;2;0;0;84;2700.0;720.0;1616.0;Apartamento;5036.0
Apartamento;Cachambi;2;1;1;51;1300.0;413.0;0.0;Apartamento;1713.0
Apartamento;Barra da Tijuca;2;1;1;76;2000.0;980.0;210.0;Apartamento;3190.0
Apartamento;Quintino Bocaiúva;2;0;1;65;850.0;160.0;0.0;Apartamento;1010.0
Apartamento;Tijuca;3;1;1;84;2350.0;900.0;0.0;Apartamento;3250.0
Apartamento;Copacabana;3;1;0;122;4000.0;1250.0;185.0;Apartamento;5435.0
Quitinete;Botafogo;1;0;0;23;1200.0;561.0;29.0;Apartamento;1790.0
Apartamento;Irajá;2;1;0;90;1310.0;220.0;32.0;Apartamento;1562.0
Apartamento;Cachambi;2;1;0;70;1100.0;281.0;26.0;Apartamento;1407.0
Apartamento;Barra da Tijuca;4;4;4;436;15000.0;4800.0;1240.0;Apartamento;21040.0
Apartamento;Leblon;4;1;2;160;11000.0;2900.0;0.0;Apartamento;13900.0
Apartamento;Copacabana;4;1;1;150;4900.0;1907.0;0.0;Apartamento;6807.0
Apartamento;Botafogo;3;2;1;133;5000.0;1645.0;0.0;Apartamento;6645.0
Apartamento;Laranjeiras;2;1;0;75;2200.0;910.0;107.0;Apartamento;3217.0
Casa de Condomínio;Campo Grande;2;1;2;80;1500.0;490.0;0.0;Casa;1990.0
Apartamento;Tijuca;3;1;1;110;1600.0;900.0;1474.0;Apartamento;3974.0
Apartamento;Jardim Botânico;3;2;1;110;4300.0;2500.0;403.0;Apartamento;7203.0
Apartamento;Copacabana;2;1;0;45;1600.0;630.0;120.0;Apartamento;2350.0
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;198;4500.0;1161.0;0.0;Casa;5661.0
